shipment_id,Order ID,Ship Date,Ship Mode
FC-2020-09-111514,CA-2020-111514,02-09-2020,First Class
SC-2020-09-112319,CA-2020-112319,05-09-2020,Standard Class
SC-2020-09-157805,CA-2020-157805,04-09-2020,Standard Class
SC-2020-09-142139,CA-2020-142139,05-09-2020,Standard Class
SC-2020-09-104626,CA-2020-104626,08-09-2020,Standard Class
SC-2020-09-137946,CA-2020-137946,04-09-2020,Second Class
SC-2020-09-130204,CA-2020-130204,09-09-2020,Standard Class
SC-2020-09-113215,CA-2020-113215,08-09-2020,Standard Class
SC-2020-09-146745,US-2020-146745,08-09-2020,Standard Class
FC-2020-09-121608,CA-2020-121608,05-09-2020,First Class
SC-2020-09-138303,US-2020-138303,07-09-2020,Standard Class
SC-2020-09-104185,US-2020-104185,08-09-2020,Second Class
SC-2020-09-149734,CA-2020-149734,08-09-2020,Standard Class
SC-2020-09-169537,CA-2020-169537,07-09-2020,Second Class
SC-2020-09-142755,CA-2020-142755,08-09-2020,Standard Class
SC-2020-09-101924,CA-2020-101924,09-09-2020,Standard Class
SC-2020-09-113523,CA-2020-113523,08-09-2020,Standard Class
SC-2020-09-159863,CA-2020-159863,07-09-2020,Second Class
SC-2020-09-135510,CA-2020-135510,12-09-2020,Standard Class
SC-2020-09-105158,CA-2020-105158,10-09-2020,Standard Class
SC-2020-09-162621,CA-2020-162621,11-09-2020,Standard Class
SC-2020-09-130785,CA-2020-130785,09-09-2020,Standard Class
SC-2020-09-150791,CA-2020-150791,13-09-2020,Standard Class
SC-2020-09-109015,US-2020-109015,12-09-2020,Standard Class
SC-2020-09-138002,CA-2020-138002,12-09-2020,Standard Class
SC-2020-09-151435,US-2020-151435,09-09-2020,Second Class
SC-2020-09-160696,CA-2020-160696,10-09-2020,Standard Class
SC-2020-09-169572,CA-2020-169572,12-09-2020,Standard Class
FC-2020-09-143238,CA-2020-143238,08-09-2020,First Class
SC-2020-09-133977,CA-2020-133977,08-09-2020,Second Class
SC-2020-09-105599,CA-2020-105599,07-09-2020,Same Day
SC-2020-09-140557,CA-2020-140557,11-09-2020,Standard Class
SC-2020-09-164084,CA-2020-164084,12-09-2020,Standard Class
SC-2020-09-161445,CA-2020-161445,09-09-2020,Second Class
SC-2020-09-122623,CA-2020-122623,11-09-2020,Standard Class
SC-2020-09-110744,CA-2020-110744,12-09-2020,Standard Class
SC-2020-09-102876,CA-2020-102876,14-09-2020,Standard Class
SC-2020-09-151624,CA-2020-151624,14-09-2020,Standard Class
FC-2020-09-162166,CA-2020-162166,11-09-2020,First Class
SC-2020-09-168186,CA-2020-168186,15-09-2020,Standard Class
SC-2020-09-147242,US-2020-147242,14-09-2020,Standard Class
SC-2020-09-132906,CA-2020-132906,14-09-2020,Standard Class
SC-2020-09-136658,CA-2020-136658,17-09-2020,Standard Class
SC-2020-09-117772,CA-2020-117772,12-09-2020,Second Class
SC-2020-09-108672,CA-2020-108672,16-09-2020,Standard Class
SC-2020-09-139374,CA-2020-139374,14-09-2020,Standard Class
SC-2020-09-165057,CA-2020-165057,15-09-2020,Standard Class
SC-2020-09-132465,CA-2020-132465,15-09-2020,Second Class
SC-2020-09-125934,CA-2020-125934,18-09-2020,Standard Class
FC-2020-09-126186,CA-2020-126186,12-09-2020,First Class
SC-2020-09-153794,CA-2020-153794,16-09-2020,Standard Class
SC-2020-09-166464,CA-2020-166464,17-09-2020,Standard Class
SC-2020-09-102015,CA-2020-102015,18-09-2020,Standard Class
SC-2020-09-128993,CA-2020-128993,17-09-2020,Second Class
SC-2020-09-161347,US-2020-161347,19-09-2020,Standard Class
FC-2020-09-129007,US-2020-129007,15-09-2020,First Class
SC-2020-09-115567,CA-2020-115567,18-09-2020,Standard Class
SC-2020-09-118843,CA-2020-118843,20-09-2020,Standard Class
SC-2020-09-136728,CA-2020-136728,17-09-2020,Second Class
SC-2020-09-138457,CA-2020-138457,17-09-2020,Standard Class
SC-2020-09-140984,CA-2020-140984,18-09-2020,Standard Class
SC-2020-09-131597,CA-2020-131597,18-09-2020,Standard Class
SC-2020-09-115924,CA-2020-115924,18-09-2020,Second Class
SC-2020-09-120362,CA-2020-120362,19-09-2020,Standard Class
SC-2020-09-128027,CA-2020-128027,17-09-2020,Second Class
SC-2020-09-105102,CA-2020-105102,19-09-2020,Second Class
SC-2020-09-100734,CA-2020-100734,20-09-2020,Standard Class
SC-2020-09-145849,CA-2020-145849,17-09-2020,Second Class
SC-2020-09-130519,US-2020-130519,15-09-2020,Same Day
SC-2020-09-102582,CA-2020-102582,19-09-2020,Standard Class
SC-2020-09-167696,CA-2020-167696,21-09-2020,Standard Class
SC-2020-09-150630,US-2020-150630,21-09-2020,Standard Class
SC-2020-09-143077,CA-2020-143077,21-09-2020,Standard Class
SC-2020-09-126977,US-2020-126977,23-09-2020,Standard Class
SC-2020-09-133025,CA-2020-133025,19-09-2020,Second Class
FC-2020-09-138716,US-2020-138716,20-09-2020,First Class
SC-2020-09-138919,US-2020-138919,21-09-2020,Standard Class
SC-2020-09-141145,CA-2020-141145,23-09-2020,Standard Class
SC-2020-09-167745,CA-2020-167745,23-09-2020,Standard Class
SC-2020-09-149713,CA-2020-149713,22-09-2020,Second Class
SC-2020-09-142202,CA-2020-142202,23-09-2020,Second Class
FC-2020-09-101154,CA-2020-101154,21-09-2020,First Class
SC-2020-09-109575,CA-2020-109575,23-09-2020,Standard Class
SC-2020-09-150511,CA-2020-150511,24-09-2020,Standard Class
SC-2020-09-135489,CA-2020-135489,22-09-2020,Second Class
SC-2020-09-149517,CA-2020-149517,23-09-2020,Standard Class
SC-2020-09-137603,CA-2020-137603,24-09-2020,Standard Class
SC-2020-09-132815,CA-2020-132815,22-09-2020,Second Class
SC-2020-09-115847,CA-2020-115847,24-09-2020,Second Class
SC-2020-09-147102,CA-2020-147102,26-09-2020,Standard Class
SC-2020-09-156013,CA-2020-156013,26-09-2020,Standard Class
SC-2020-09-151470,CA-2020-151470,26-09-2020,Standard Class
FC-2020-09-153738,CA-2020-153738,22-09-2020,First Class
SC-2020-09-141565,CA-2020-141565,24-09-2020,Standard Class
SC-2020-09-126970,CA-2020-126970,24-09-2020,Standard Class
SC-2020-09-158421,CA-2020-158421,26-09-2020,Standard Class
SC-2020-09-117800,CA-2020-117800,26-09-2020,Standard Class
FC-2020-09-126697,CA-2020-126697,24-09-2020,First Class
SC-2020-09-102036,CA-2020-102036,27-09-2020,Standard Class
SC-2020-09-168480,CA-2020-168480,27-09-2020,Standard Class
SC-2020-09-127593,CA-2020-127593,21-09-2020,Same Day
FC-2020-09-149972,CA-2020-149972,23-09-2020,First Class
SC-2020-09-102260,CA-2020-102260,26-09-2020,Standard Class
SC-2020-09-134992,CA-2020-134992,26-09-2020,Second Class
SC-2020-09-112571,CA-2020-112571,22-09-2020,Same Day
SC-2020-09-168760,CA-2020-168760,26-09-2020,Second Class
FC-2020-09-115343,US-2020-115343,25-09-2020,First Class
FC-2020-09-164308,US-2020-164308,27-09-2020,First Class
SC-2020-09-113131,CA-2020-113131,24-09-2020,Same Day
SC-2020-09-106873,US-2020-106873,29-09-2020,Second Class
SC-2020-09-161466,US-2020-161466,27-09-2020,Second Class
SC-2020-09-161830,CA-2020-161830,26-09-2020,Second Class
SC-2020-09-143119,CA-2020-143119,30-09-2020,Standard Class
SC-2020-09-153381,CA-2020-153381,28-09-2020,Standard Class
SC-2020-09-105508,CA-2020-105508,29-09-2020,Standard Class
SC-2020-09-147816,CA-2020-147816,26-09-2020,Second Class
SC-2020-09-103835,CA-2020-103835,28-09-2020,Standard Class
SC-2020-09-139738,CA-2020-139738,29-09-2020,Standard Class
SC-2020-09-159779,CA-2020-159779,29-09-2020,Standard Class
SC-2020-10-120845,CA-2020-120845,02-10-2020,Standard Class
SC-2020-09-160787,CA-2020-160787,25-09-2020,Same Day
SC-2020-09-156510,CA-2020-156510,29-09-2020,Standard Class
SC-2020-09-149083,CA-2020-149083,30-09-2020,Standard Class
SC-2020-09-106320,CA-2020-106320,30-09-2020,Standard Class
SC-2020-09-151869,CA-2020-151869,25-09-2020,Same Day
FC-2020-09-103933,CA-2020-103933,27-09-2020,First Class
SC-2020-10-100573,CA-2020-100573,01-10-2020,Standard Class
SC-2020-09-156335,CA-2020-156335,28-09-2020,Second Class
SC-2020-09-124800,CA-2020-124800,30-09-2020,Standard Class
SC-2020-10-127173,CA-2020-127173,03-10-2020,Standard Class
SC-2020-10-122371,CA-2020-122371,01-10-2020,Standard Class
SC-2020-09-161991,US-2020-161991,28-09-2020,Second Class
SC-2020-09-111458,CA-2020-111458,30-09-2020,Standard Class
SC-2020-10-130883,CA-2020-130883,02-10-2020,Standard Class
SC-2020-09-120341,CA-2020-120341,29-09-2020,Second Class
SC-2020-09-167255,CA-2020-167255,29-09-2020,Second Class
FC-2020-09-100531,US-2020-100531,29-09-2020,First Class
SC-2020-10-125976,CA-2020-125976,02-10-2020,Standard Class
SC-2020-09-143616,CA-2020-143616,29-09-2020,Second Class
SC-2020-09-103072,CA-2020-103072,30-09-2020,Second Class
SC-2020-10-120915,CA-2020-120915,03-10-2020,Second Class
SC-2020-10-106978,CA-2020-106978,04-10-2020,Standard Class
SC-2020-10-129546,CA-2020-129546,05-10-2020,Standard Class
FC-2020-10-169201,CA-2020-169201,01-10-2020,First Class
SC-2020-10-166135,CA-2020-166135,06-10-2020,Standard Class
SC-2020-10-148873,CA-2020-148873,05-10-2020,Standard Class
FC-2020-10-156566,CA-2020-156566,04-10-2020,First Class
SC-2020-10-115392,CA-2020-115392,04-10-2020,Second Class
FC-2020-10-129917,CA-2020-129917,03-10-2020,First Class
SC-2020-10-128356,CA-2020-128356,07-10-2020,Standard Class
SC-2020-10-137008,US-2020-137008,08-10-2020,Standard Class
SC-2020-10-140375,CA-2020-140375,05-10-2020,Second Class
SC-2020-10-145121,US-2020-145121,06-10-2020,Standard Class
FC-2020-10-144771,US-2020-144771,04-10-2020,First Class
SC-2020-10-125696,CA-2020-125696,06-10-2020,Standard Class
SC-2020-10-104493,CA-2020-104493,08-10-2020,Standard Class
SC-2020-10-119312,US-2020-119312,07-10-2020,Second Class
SC-2020-10-157014,US-2020-157014,06-10-2020,Second Class
SC-2020-10-126137,CA-2020-126137,08-10-2020,Standard Class
SC-2020-10-125178,CA-2020-125178,09-10-2020,Standard Class
SC-2020-10-134859,CA-2020-134859,09-10-2020,Standard Class
SC-2020-10-168004,CA-2020-168004,09-10-2020,Second Class
FC-2020-10-121391,CA-2020-121391,07-10-2020,First Class
FC-2020-10-145828,CA-2020-145828,07-10-2020,First Class
SC-2020-10-151722,CA-2020-151722,09-10-2020,Standard Class
SC-2020-10-115091,CA-2020-115091,09-10-2020,Standard Class
SC-2020-10-161214,CA-2020-161214,08-10-2020,Second Class
SC-2020-10-133445,CA-2020-133445,09-10-2020,Standard Class
SC-2020-10-125710,CA-2020-125710,13-10-2020,Standard Class
SC-2020-10-168529,CA-2020-168529,12-10-2020,Standard Class
SC-2020-10-131352,CA-2020-131352,13-10-2020,Standard Class
SC-2020-10-124499,CA-2020-124499,13-10-2020,Standard Class
SC-2020-10-162761,CA-2020-162761,13-10-2020,Standard Class
SC-2020-10-124107,CA-2020-124107,12-10-2020,Second Class
SC-2020-10-141040,CA-2020-141040,13-10-2020,Second Class
SC-2020-10-129098,CA-2020-129098,13-10-2020,Standard Class
SC-2020-10-134719,CA-2020-134719,15-10-2020,Standard Class
FC-2020-10-132388,CA-2020-132388,12-10-2020,First Class
FC-2020-10-109736,CA-2020-109736,11-10-2020,First Class
SC-2020-10-112522,CA-2020-112522,17-10-2020,Standard Class
SC-2020-10-108966,US-2020-108966,18-10-2020,Standard Class
SC-2020-10-112053,CA-2020-112053,13-10-2020,Second Class
SC-2020-10-159786,CA-2020-159786,17-10-2020,Second Class
SC-2020-10-142993,CA-2020-142993,17-10-2020,Standard Class
FC-2020-10-102281,CA-2020-102281,14-10-2020,First Class
SC-2020-10-134747,CA-2020-134747,17-10-2020,Second Class
SC-2020-10-114300,CA-2020-114300,17-10-2020,Standard Class
SC-2020-10-123918,US-2020-123918,15-10-2020,Same Day
SC-2020-10-126235,US-2020-126235,15-10-2020,Same Day
SC-2020-10-118766,US-2020-118766,22-10-2020,Standard Class
SC-2020-10-129476,CA-2020-129476,20-10-2020,Standard Class
SC-2020-10-139731,CA-2020-139731,15-10-2020,Same Day
SC-2020-10-110765,CA-2020-110765,20-10-2020,Second Class
SC-2020-10-152527,CA-2020-152527,17-10-2020,Same Day
SC-2020-10-105613,CA-2020-105613,22-10-2020,Standard Class
SC-2020-10-127824,CA-2020-127824,22-10-2020,Standard Class
SC-2020-10-160171,CA-2020-160171,24-10-2020,Standard Class
FC-2020-10-131128,CA-2020-131128,20-10-2020,First Class
SC-2020-10-113901,CA-2020-113901,24-10-2020,Standard Class
SC-2020-10-150413,CA-2020-150413,24-10-2020,Second Class
SC-2020-10-149097,CA-2020-149097,24-10-2020,Standard Class
SC-2020-10-160563,US-2020-160563,24-10-2020,Standard Class
FC-2020-10-164623,CA-2020-164623,22-10-2020,First Class
SC-2020-10-104430,US-2020-104430,26-10-2020,Standard Class
SC-2020-10-169733,CA-2020-169733,26-10-2020,Second Class
SC-2020-10-109190,CA-2020-109190,28-10-2020,Standard Class
SC-2020-10-132486,CA-2020-132486,27-10-2020,Second Class
SC-2020-10-142692,CA-2020-142692,28-10-2020,Standard Class
SC-2020-10-155068,CA-2020-155068,23-10-2020,Same Day
FC-2020-10-110877,CA-2020-110877,26-10-2020,First Class
SC-2020-10-118738,CA-2020-118738,30-10-2020,Standard Class
FC-2020-10-149650,CA-2020-149650,27-10-2020,First Class
SC-2020-10-156608,CA-2020-156608,29-10-2020,Standard Class
SC-2020-10-130848,CA-2020-130848,25-10-2020,Same Day
SC-2020-10-105844,CA-2020-105844,27-10-2020,Second Class
SC-2020-10-152891,CA-2020-152891,30-10-2020,Standard Class
SC-2020-10-109862,CA-2020-109862,30-10-2020,Standard Class
SC-2020-11-150714,CA-2020-150714,01-11-2020,Standard Class
SC-2020-10-156146,CA-2020-156146,30-10-2020,Second Class
SC-2020-10-139290,CA-2020-139290,30-10-2020,Standard Class
SC-2020-11-162537,CA-2020-162537,03-11-2020,Standard Class
SC-2020-11-110289,CA-2020-110289,02-11-2020,Standard Class
SC-2020-11-131359,US-2020-131359,02-11-2020,Second Class
FC-2020-11-132318,CA-2020-132318,02-11-2020,First Class
SC-2020-10-145758,CA-2020-145758,30-10-2020,Same Day
SC-2020-11-123673,CA-2020-123673,01-11-2020,Second Class
SC-2020-11-164448,US-2020-164448,04-11-2020,Second Class
SC-2020-11-132570,CA-2020-132570,02-11-2020,Second Class
SC-2020-11-131457,CA-2020-131457,06-11-2020,Standard Class
SC-2020-10-164882,CA-2020-164882,31-10-2020,Same Day
SC-2020-11-122259,CA-2020-122259,04-11-2020,Standard Class
FC-2020-11-105221,CA-2020-105221,03-11-2020,First Class
SC-2020-11-108119,CA-2020-108119,08-11-2020,Standard Class
FC-2020-11-110163,US-2020-110163,04-11-2020,First Class
SC-2020-11-126739,CA-2020-126739,03-11-2020,Second Class
SC-2020-11-113145,CA-2020-113145,05-11-2020,Standard Class
SC-2020-11-141740,CA-2020-141740,05-11-2020,Standard Class
SC-2020-11-130995,CA-2020-130995,06-11-2020,Standard Class
SC-2020-11-141810,CA-2020-141810,07-11-2020,Standard Class
SC-2020-11-168207,CA-2020-168207,06-11-2020,Standard Class
SC-2020-11-130890,CA-2020-130890,06-11-2020,Standard Class
FC-2020-11-160227,CA-2020-160227,04-11-2020,First Class
SC-2020-11-100657,CA-2020-100657,07-11-2020,Standard Class
SC-2020-11-125416,CA-2020-125416,02-11-2020,Same Day
FC-2020-11-138625,CA-2020-138625,05-11-2020,First Class
SC-2020-11-121041,CA-2020-121041,10-11-2020,Standard Class
FC-2020-11-162047,CA-2020-162047,05-11-2020,First Class
SC-2020-11-140410,CA-2020-140410,07-11-2020,Standard Class
SC-2020-11-103961,CA-2020-103961,09-11-2020,Standard Class
SC-2020-11-144386,CA-2020-144386,11-11-2020,Standard Class
SC-2020-11-145485,CA-2020-145485,05-11-2020,Same Day
FC-2020-11-136259,US-2020-136259,08-11-2020,First Class
SC-2020-11-118444,CA-2020-118444,09-11-2020,Standard Class
SC-2020-11-131072,CA-2020-131072,05-11-2020,Same Day
SC-2020-11-131422,CA-2020-131422,09-11-2020,Standard Class
FC-2020-11-105312,CA-2020-105312,09-11-2020,First Class
SC-2020-11-105571,CA-2020-105571,11-11-2020,Standard Class
SC-2020-11-163181,CA-2020-163181,12-11-2020,Standard Class
SC-2020-11-102848,CA-2020-102848,09-11-2020,Second Class
SC-2020-11-134922,CA-2020-134922,11-11-2020,Standard Class
SC-2020-11-162887,CA-2020-162887,09-11-2020,Second Class
SC-2020-11-126669,CA-2020-126669,13-11-2020,Standard Class
SC-2020-11-148432,CA-2020-148432,10-11-2020,Second Class
SC-2020-11-114811,CA-2020-114811,08-11-2020,Same Day
SC-2020-11-108259,CA-2020-108259,15-11-2020,Standard Class
SC-2020-11-123568,CA-2020-123568,14-11-2020,Standard Class
SC-2020-11-154886,CA-2020-154886,12-11-2020,Standard Class
SC-2020-11-109386,CA-2020-109386,13-11-2020,Second Class
SC-2020-11-164441,CA-2020-164441,13-11-2020,Standard Class
SC-2020-11-111990,CA-2020-111990,13-11-2020,Standard Class
SC-2020-11-117611,CA-2020-117611,10-11-2020,Second Class
SC-2020-11-151407,US-2020-151407,12-11-2020,Standard Class
SC-2020-11-117086,CA-2020-117086,12-11-2020,Standard Class
SC-2020-11-105634,CA-2020-105634,14-11-2020,Standard Class
SC-2020-11-146486,CA-2020-146486,14-11-2020,Second Class
SC-2020-11-126466,CA-2020-126466,13-11-2020,Standard Class
SC-2020-11-127509,CA-2020-127509,13-11-2020,Standard Class
SC-2020-11-169796,CA-2020-169796,14-11-2020,Standard Class
SC-2020-11-158554,CA-2020-158554,09-11-2020,Same Day
SC-2020-11-113222,CA-2020-113222,09-11-2020,Same Day
SC-2020-11-121783,CA-2020-121783,14-11-2020,Standard Class
SC-2020-11-155040,CA-2020-155040,15-11-2020,Standard Class
SC-2020-11-158659,CA-2020-158659,14-11-2020,Second Class
SC-2020-11-147690,CA-2020-147690,14-11-2020,Standard Class
SC-2020-11-111948,CA-2020-111948,11-11-2020,Same Day
SC-2020-11-153283,US-2020-153283,18-11-2020,Standard Class
SC-2020-11-162964,CA-2020-162964,18-11-2020,Standard Class
FC-2020-11-153220,CA-2020-153220,14-11-2020,First Class
SC-2020-11-113628,CA-2020-113628,19-11-2020,Standard Class
SC-2020-11-156867,US-2020-156867,17-11-2020,Standard Class
SC-2020-11-149909,CA-2020-149909,17-11-2020,Standard Class
SC-2020-11-115798,CA-2020-115798,19-11-2020,Standard Class
SC-2020-11-136147,CA-2020-136147,18-11-2020,Standard Class
SC-2020-11-114503,CA-2020-114503,17-11-2020,Standard Class
SC-2020-11-111199,CA-2020-111199,17-11-2020,Standard Class
SC-2020-11-144519,CA-2020-144519,17-11-2020,Standard Class
SC-2020-11-104948,CA-2020-104948,17-11-2020,Standard Class
SC-2020-11-130183,CA-2020-130183,17-11-2020,Standard Class
SC-2020-11-153073,CA-2020-153073,13-11-2020,Same Day
FC-2020-11-154746,CA-2020-154746,17-11-2020,First Class
FC-2020-11-138674,CA-2020-138674,17-11-2020,First Class
SC-2020-11-111927,US-2020-111927,19-11-2020,Standard Class
SC-2020-11-151043,CA-2020-151043,20-11-2020,Standard Class
SC-2020-11-123141,CA-2020-123141,19-11-2020,Standard Class
SC-2020-11-137897,CA-2020-137897,19-11-2020,Standard Class
SC-2020-11-129525,CA-2020-129525,20-11-2020,Standard Class
SC-2020-11-145324,CA-2020-145324,19-11-2020,Standard Class
SC-2020-11-113173,CA-2020-113173,17-11-2020,Second Class
FC-2020-11-138954,CA-2020-138954,17-11-2020,First Class
SC-2020-11-150875,CA-2020-150875,20-11-2020,Standard Class
SC-2020-11-135685,CA-2020-135685,18-11-2020,Second Class
SC-2020-11-164539,CA-2020-164539,22-11-2020,Standard Class
SC-2020-11-145394,CA-2020-145394,20-11-2020,Standard Class
FC-2020-11-120446,CA-2020-120446,18-11-2020,First Class
SC-2020-11-126725,CA-2020-126725,21-11-2020,Standard Class
SC-2020-11-110863,CA-2020-110863,24-11-2020,Standard Class
SC-2020-11-163090,CA-2020-163090,21-11-2020,Second Class
SC-2020-11-166800,CA-2020-166800,26-11-2020,Standard Class
SC-2020-11-145814,CA-2020-145814,24-11-2020,Standard Class
SC-2020-11-151680,CA-2020-151680,21-11-2020,Second Class
SC-2020-11-163965,CA-2020-163965,27-11-2020,Standard Class
SC-2020-11-116484,CA-2020-116484,26-11-2020,Standard Class
SC-2020-11-112305,CA-2020-112305,25-11-2020,Standard Class
SC-2020-11-124058,CA-2020-124058,24-11-2020,Standard Class
SC-2020-11-144652,CA-2020-144652,26-11-2020,Standard Class
SC-2020-11-156524,CA-2020-156524,26-11-2020,Standard Class
FC-2020-11-136420,CA-2020-136420,21-11-2020,First Class
SC-2020-11-146465,CA-2020-146465,24-11-2020,Standard Class
SC-2020-11-165743,US-2020-165743,23-11-2020,Second Class
SC-2020-11-100454,CA-2020-100454,25-11-2020,Standard Class
SC-2020-11-158589,US-2020-158589,24-11-2020,Standard Class
SC-2020-11-110891,CA-2020-110891,24-11-2020,Standard Class
SC-2020-11-161767,CA-2020-161767,24-11-2020,Standard Class
SC-2020-11-101511,US-2020-101511,23-11-2020,Second Class
SC-2020-11-109337,CA-2020-109337,23-11-2020,Second Class
SC-2020-11-115511,CA-2020-115511,25-11-2020,Standard Class
SC-2020-11-105690,CA-2020-105690,26-11-2020,Second Class
SC-2020-11-159499,US-2020-159499,23-11-2020,Second Class
SC-2020-11-119879,CA-2020-119879,25-11-2020,Standard Class
SC-2020-11-107083,CA-2020-107083,27-11-2020,Standard Class
FC-2020-11-102778,CA-2020-102778,24-11-2020,First Class
SC-2020-11-139094,CA-2020-139094,27-11-2020,Standard Class
SC-2020-11-118983,US-2020-118983,26-11-2020,Standard Class
SC-2020-11-165449,US-2020-165449,26-11-2020,Standard Class
SC-2020-11-100545,CA-2020-100545,26-11-2020,Standard Class
SC-2020-11-123505,CA-2020-123505,26-11-2020,Standard Class
